sentence,label,id,token_count,char_count,avg_word_len,dep_depth,num_clauses,passive_voice_count,negation_count,hedge_count,num_financial_terms,num_entities,entity_density,flesch_reading_ease,flesch_kincaid_grade,complexity_score
"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",neutral,2053,22,102,4.125,4,0,0,0,0,0,3,0.1364,82.48,4.24,0.09732422651436097
"`` We continued actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .",positive,575,30,149,5.182,8,2,0,0,0,0,1,0.0333,20.35,15.64,0.25587364201326773
"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla .",neutral,2160,35,199,5.607,6,2,1,0,0,0,5,0.1429,14.03,18.51,0.26831379820115286
"The other actions include the cutting of the expensive weekend shifts , the freezing of the production bonus system and by a general cost-cutting program .",neutral,3181,28,155,5.08,6,0,0,0,0,0,0,0.0,37.95,13.93,0.17434426089495134
"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",neutral,2801,29,150,4.87,6,1,2,0,0,0,5,0.1724,32.56,14.93,0.20948537039107532
The deal means that ten persons in three countries will transfer to Tieto .,neutral,1730,14,75,4.692,5,1,0,0,0,0,3,0.2143,83.01,4.91,0.1196433673722918
"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",positive,2917,23,121,4.722,7,0,0,0,0,0,3,0.1304,66.79,5.68,0.12630548024125424
"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company .",negative,3402,27,178,6.0,7,1,0,0,0,0,1,0.037,15.64,17.29,0.22482347725352814
"The share capital of Alma Media Corporation (business ID 1944757-4)is EUR 45,031,513.80 and it is divided into 75,052,523 shares .",neutral,1493,23,130,4.625,5,0,2,0,0,0,4,0.1739,59.16,7.37,0.12265380422629696
"A data processing unit collects the data , calculates RVR values and provides the data to users via various interfaces .",neutral,341,21,120,5.158,5,0,0,0,0,0,0,0.0,22.8,14.8,0.15908816509516002
The company will also be compensated for acting as a reserve batch plant .,positive,644,14,74,4.615,5,0,2,0,0,0,0,0.0,56.98,8.54,0.11155960001118069
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",positive,1386,23,106,4.312,6,0,0,0,0,1,5,0.2174,89.09,2.41,0.10215433841433115
"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",negative,2982,16,79,4.833,4,0,0,0,0,0,4,0.25,89.52,4.0,0.08439423620428343
Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .,positive,310,15,65,4.5,3,0,0,0,0,1,3,0.2,52.87,8.37,0.0997547626590141
"HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum .",neutral,1602,31,161,4.704,6,2,0,0,0,0,4,0.129,47.83,13.3,0.23229580118887896
"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network .",neutral,1765,21,119,5.105,6,2,0,0,0,0,1,0.0476,53.97,10.45,0.19745371664430533
"`` We are delighted to welcome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks .",positive,1205,24,110,4.5,7,2,0,0,0,0,4,0.1667,52.27,10.44,0.20962367307071159
"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .",neutral,740,26,130,4.4,6,0,0,0,0,0,3,0.1154,73.78,5.83,0.12652297940270327
"Originally posted to the PCMag.com security blog , Security Watch .",neutral,2080,11,67,5.75,4,0,0,0,0,0,2,0.1818,-4.53,15.01,0.13443738664032998
"Honkarakenne 's customer in this project is one of the biggest real estate companies in Kazakhstan , according to the company .",neutral,2527,22,127,5.368,5,0,0,0,0,0,2,0.0909,46.95,11.68,0.14409906625795071
Elcoteq SE is Europe 's largest contract electronics maker and has set up a unit in Bangalore in association with Avista Advisory of Mumbai .,neutral,3244,25,141,4.957,7,0,0,0,0,0,5,0.2,27.38,15.4,0.1829158242335023
"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",negative,3309,48,231,4.933,5,1,0,0,0,1,11,0.2292,68.07,6.13,0.19215376385161995
`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users .,neutral,992,26,146,5.455,5,0,0,0,0,0,0,0.0,28.41,14.51,0.16720473688133572
EPS dropped to EUR0 .2 from EUR0 .3 .,negative,3140,9,37,4.0,3,0,0,0,0,1,3,0.3333,97.03,0.72,0.04662294943226992
"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group .",neutral,2579,37,199,5.1,7,1,0,0,0,0,10,0.2703,45.19,10.93,0.2096981138814351
"The approximately 20,000 dwt vessel has been ordered from India .",neutral,2153,11,65,5.333,4,0,2,0,1,0,2,0.1818,44.41,9.55,0.1464816574736633
Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .,negative,3368,12,60,4.444,3,0,0,0,0,2,2,0.1667,78.2,3.72,0.06871294458730869
25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,negative,2929,43,235,5.0,6,3,0,0,1,0,6,0.1395,34.69,17.86,0.3497356429201452
"As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt .",neutral,1552,19,104,4.941,5,0,0,0,0,0,2,0.1053,60.19,9.09,0.12423346346402304
"In future , the plant will focus on the production of flange profiles for wind farm towers .",neutral,1610,18,92,4.562,8,0,0,0,0,0,0,0.0,74.27,6.88,0.12953623083755716
No financial details were reported .,neutral,1640,6,36,6.0,2,0,2,1,0,0,0,0.0,32.56,9.96,0.1678622812003081
Finnish fibers and plastics producer Suominen Corporation OMX Helsinki : SUY1V reported on Wednesday 22 October an operating loss of EUR0 .8 m on net sales of EUR55 .2 m for the third quarter of 2008 .,neutral,2504,37,201,4.964,6,0,0,0,0,1,6,0.1622,57.22,8.18,0.1605903748322898
The bank sees a potential for Getinge share to rise .,positive,431,11,53,4.2,4,1,0,0,0,0,1,0.0909,95.17,2.47,0.09418131025144105
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",positive,43,50,251,4.742,7,1,0,0,0,1,8,0.16,78.09,4.5,0.2000069296921586
The company 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent .,neutral,1425,19,96,4.429,6,0,0,0,0,2,3,0.1579,83.25,3.14,0.09836290390205725
Subscription sales decreased slightly .,negative,3338,5,39,8.5,2,0,0,0,0,0,0,0.0,33.58,9.57,0.08047507795418407
"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses .",neutral,2134,26,160,5.826,7,1,0,0,0,0,2,0.0769,15.31,16.59,0.21908774970184855
The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005 .,positive,251,18,88,4.286,4,0,0,0,0,2,4,0.2222,86.62,2.58,0.08056621214097597
"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",neutral,1068,34,188,5.231,7,1,2,0,0,0,5,0.1471,59.07,8.75,0.1920569034486186
LSC 's 30 employees will move to Ixonos with their existing status and benefits .,neutral,869,15,81,5.167,3,0,0,0,0,0,3,0.2,65.73,7.57,0.09541448488123634
The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .,neutral,907,20,106,5.0,6,0,2,0,0,0,3,0.15,40.29,11.86,0.14760991617595906
"Luna took fifth place on six-under 207 , a shot behind Spain 's Beatriz Recari and Germany 's Martina Eberl , while Welsh player Becky Brewerton was the highest-placed British finisher , sharing seventh place on three-under 210 after shooting 71 .",neutral,2040,48,247,5.194,5,2,0,0,0,0,15,0.3125,25.78,19.1,0.29029829510162
No financial details were disclosed .,neutral,1638,6,37,6.2,2,0,2,1,0,0,0,0.0,49.48,7.6,0.15505846175586366
`` We have the most expensive water brand in Finland at the moment . '',neutral,2954,16,71,4.333,3,0,0,0,0,0,1,0.0625,74.81,5.81,0.08780385826624926
Her present position is the director of Stockmann 's international department stores .,neutral,1976,13,86,6.455,5,0,0,0,0,0,1,0.0769,25.46,12.69,0.13213680648727888
Price talk is in the Euribor plus 2 bps area and the sole lead is Citigroup .,neutral,1658,17,77,3.933,5,0,0,0,0,0,2,0.1176,74.27,6.88,0.1083674771106639
"Amer Sports divests an industrial site in Rumilly , France - This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .",neutral,713,25,151,5.636,6,0,2,0,0,0,5,0.2,30.69,14.44,0.17129723448991255
"In 2007 , almost two thirds of Orion 's net sales came from these drugs .",neutral,1362,16,73,4.167,5,0,0,0,0,0,3,0.1875,89.9,4.2,0.09188956205898431
in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .,positive,1370,49,229,4.171,7,1,0,0,1,1,10,0.2041,63.03,9.81,0.26854420561270126
"By combining its existing solutions into a single platform , Comptel said that it has reduced the cost of deployment .",positive,458,21,118,5.053,5,1,0,0,0,0,1,0.0476,45.07,11.69,0.1699931130118267
"Strongest growth was seen in the new markets in Russia , the Czech Republic , and Slovakia .",positive,311,18,92,4.8,6,0,2,0,0,0,3,0.1667,61.89,8.35,0.12469097843371098
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",positive,41,39,177,4.28,6,0,0,0,0,0,7,0.1795,77.97,4.43,0.14412129174120453
"AGJ recorded EUR 43 mln sales in 2006 , most of which was generated by exports to customers in Western Europe , the statement said .",neutral,456,26,132,4.667,10,2,2,0,0,0,4,0.1538,58.43,10.82,0.2347920432381733
Alma Media 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent .,neutral,1337,19,95,4.357,5,0,0,0,0,2,4,0.2105,78.55,3.79,0.0954791231862453
Odell has not contacted the State of Finland in this issue .,neutral,2072,12,60,4.364,3,0,0,1,0,0,2,0.1667,72.62,5.86,0.16365652097619757
Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .,neutral,2595,18,93,4.857,6,1,0,0,0,0,3,0.1667,77.1,4.49,0.131526915933711
"In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 .",positive,468,29,136,4.263,4,0,0,0,0,0,6,0.2069,76.5,5.82,0.1194621665983403
Operating profit of the Asian plants grew markedly .,positive,298,9,52,5.375,4,0,0,0,0,2,1,0.1111,40.09,9.66,0.101535810009193
The total capacity of the factory will be approximately 100 engines a year .,neutral,2771,14,76,4.917,4,0,0,0,1,0,1,0.0714,37.46,11.26,0.1615729547120354
You 're not alone .,neutral,2414,5,19,3.667,1,0,0,1,0,0,0,0.0,97.03,0.72,0.10938383196059431
"When the product is manufactured in Finland , it is also packed in the country .",neutral,2404,16,80,4.5,3,1,4,0,0,0,1,0.0625,65.73,7.57,0.12513024715513812
"The six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sold in 2005 .",positive,435,27,149,4.857,5,1,0,0,0,0,6,0.2222,78.67,3.84,0.1390320442941264
Okmetic has used the furnaces for the contract manufacturing of solar crystals .,neutral,2074,13,80,5.583,5,0,0,0,0,0,1,0.0769,32.5,11.71,0.1268199662095011
Each year the dividend is deducted from the subscription price .,neutral,1576,11,64,5.3,3,0,2,0,0,1,0,0.0,61.33,7.19,0.08560091495229577
"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .",neutral,1132,25,158,5.739,5,1,0,0,0,0,1,0.04,10.61,17.49,0.20921206488521168
"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car .",neutral,2609,41,207,4.364,9,5,2,0,1,0,4,0.0976,45.81,16.06,0.41088037371422176
"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",neutral,1028,38,209,4.871,8,0,0,0,0,0,5,0.1316,74.81,5.81,0.16249079923225998
This will bring cost savings of about EUR 3mn a year .,positive,1445,12,54,3.9,5,0,0,0,1,0,1,0.0833,95.69,2.65,0.11739500254671038
Fortum had intended to spend as much as ( EURO ) 2.7 bn to become the sole owner of TGK-10 .,neutral,1964,21,92,3.75,5,2,0,0,0,0,2,0.0952,84.9,3.65,0.15415109912293778
"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",positive,32,19,87,4.667,4,0,0,0,0,0,3,0.1579,80.78,3.86,0.08944864108154443
"`` After a long , unprofitable period the Food Division posted a profitable result , which speaks of a healthier cost structure and a new approach in business operations , '' Rihko said .",positive,3170,35,187,5.214,9,2,0,0,0,0,2,0.0571,27.34,16.4,0.2760970847930332
The total investment of the project will be approximately EUR 36m .,neutral,2776,13,67,4.818,4,0,0,0,1,0,1,0.0769,49.54,9.08,0.1478077132714669
"EQT has completed its exit from Salcomp , a Finnish company that makes mobile phone chargers , by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million ) .",neutral,836,40,215,5.467,8,1,0,0,1,0,7,0.175,31.59,16.8,0.29543577864117476
"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO .",neutral,789,22,105,4.933,4,2,2,0,0,0,2,0.0909,71.82,5.23,0.1582508758199165
"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",negative,3209,34,185,5.069,5,2,0,0,0,0,4,0.1176,32.57,16.17,0.24727024479477244
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,positive,710,20,110,5.733,5,0,0,0,1,0,1,0.05,21.4,14.25,0.1958329062934804
"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .",neutral,1228,31,182,5.321,11,0,2,0,0,0,1,0.0323,36.41,15.14,0.21877416657349436
Salonen added that data shows producers ' pulp inventories in North America are declining . ',negative,508,16,93,5.769,6,2,0,0,0,0,2,0.125,17.93,13.99,0.20696952333035182
Performance is based on values and sustainability .,neutral,882,8,51,6.143,3,0,2,0,0,0,0,0.0,18.44,12.43,0.10821578090836814
The company expects its net sales for the whole 2009 to remain below the 2008 level .,negative,3256,17,85,4.286,5,1,0,1,0,0,2,0.1176,74.27,6.88,0.219478588221775
The company also said that it will sell approximately 150 hectares of land to the city of Valkeakoski by the end of the year a part of its `` From job to job '' program .,neutral,2169,37,170,3.969,7,1,0,0,1,0,3,0.0811,60.54,13.01,0.262649502770324
